Row ID,Order ID,Order Date,Ship Mode,Segment,Region,Category,Sales,Quantity,Discount,Profit
247,CA-2026-100246,2024-09-03,Standard Class,Home Office,South,Furniture,44.220919023433595,7,0.0,175.8789184496894
248,CA-2026-100247,2024-09-04,Standard Class,Home Office,Central,Furniture,314.56348323356605,4,0.0,
249,CA-2026-100248,2024-09-05,Standard Class,Corporate,East,Office Supplies,279.79392760078355,1,0.4,182.96421311127986
250,CA-2026-100249,2024-09-06,First Class,Corporate,East,Technology,64.28287932596196,8,0.0,-17.26755839519746
251,CA-2026-100250,2024-09-07,Second Class,Home Office,West,Office Supplies,502.67598643712023,12,0.0,
252,CA-2026-100251,2024-09-08,Standard Class,Consumer,West,Technology,133.25117581725115,6,0.0,
253,CA-2026-100252,2024-09-09,Same Day,Home Office,East,Technology,91.50974495688976,6,0.2,-25.479471737769288
254,CA-2026-100253,2024-09-10,Standard Class,Corporate,South,Technology,46.31584639053645,2,0.5,
255,CA-2026-100254,2024-09-11,Standard Class,Consumer,South,Technology,82.36879411353175,1,0.8,-40.76463453734726
256,CA-2026-100255,2024-09-12,First Class,Consumer,Central,Technology,10.568284034977054,13,0.2,
257,CA-2026-100256,2024-09-13,First Class,Corporate,South,Technology,223.82168395296569,14,0.2,115.77916144729056
258,CA-2026-100257,2024-09-14,Second Class,Corporate,West,Technology,466.65543332653175,14,0.0,
259,CA-2026-100258,2024-09-15,Same Day,Corporate,West,Office Supplies,204.06114776641766,2,0.2,
260,CA-2026-100259,2024-09-16,First Class,Home Office,South,Furniture,66.88274354866613,4,0.0,-89.55193888455624
261,CA-2026-100260,2024-09-17,Standard Class,Home Office,West,Furniture,13.562259445118633,2,0.2,-68.07540896027302
262,CA-2026-100261,2024-09-18,Second Class,Consumer,East,Office Supplies,65.39947034418219,1,0.0,
263,CA-2026-100262,2024-09-19,Standard Class,Corporate,East,Office Supplies,139.51556063813285,7,0.0,
264,CA-2026-100263,2024-09-20,Standard Class,Consumer,South,Office Supplies,361.3746544499334,11,0.0,185.62082520572957
265,CA-2026-100264,2024-09-21,First Class,Consumer,East,Office Supplies,57.01535654695384,11,0.0,-4.3061198880866485
266,CA-2026-100265,2024-09-22,Second Class,Consumer,East,Technology,323.05528589956145,12,0.0,20.228793614350405
267,CA-2026-100266,2024-09-23,Same Day,Consumer,Central,Furniture,509.2265094704793,8,0.0,
268,CA-2026-100267,2024-09-24,Same Day,Corporate,Central,Technology,156.25974004708212,6,0.8,147.18924219386565
269,CA-2026-100268,2024-09-25,First Class,Consumer,East,Furniture,435.6964377807627,4,0.0,8.918743972091251
270,CA-2026-100269,2024-09-26,First Class,Corporate,South,Furniture,207.2278221754222,14,0.2,-18.824305352153885
271,CA-2026-100270,2024-09-27,Second Class,Corporate,Central,Office Supplies,258.40067898120316,6,0.5,14.407955147778688
272,CA-2026-100271,2024-09-28,Same Day,Home Office,West,Technology,191.78389974564098,3,0.8,53.79575282321183
273,CA-2026-100272,2024-09-29,Same Day,Corporate,West,Office Supplies,160.51971722305507,12,0.2,109.13036868697554
274,CA-2026-100273,2024-09-30,Same Day,Home Office,West,Technology,71.85663261262027,8,0.5,20.422985899415156
275,CA-2026-100274,2024-10-01,Standard Class,Corporate,South,Furniture,95.31208200561113,10,0.0,81.88862980231536
276,CA-2026-100275,2024-10-02,Same Day,Corporate,East,Office Supplies,90.61205595936242,14,0.0,183.8359732270941
277,CA-2026-100276,2024-10-03,Standard Class,Corporate,West,Office Supplies,212.1208679465025,13,0.0,
278,CA-2026-100277,2024-10-04,Second Class,Home Office,South,Furniture,36.945187832647335,13,0.2,51.16528560047783
279,CA-2026-100278,2024-10-05,Standard Class,Home Office,Central,Furniture,194.77511898430527,2,0.2,-131.8910825090068
280,CA-2026-100279,2024-10-06,Second Class,Consumer,East,Furniture,323.82705550389556,5,0.0,-243.07301368290632
281,CA-2026-100280,2024-10-07,Same Day,Home Office,Central,Office Supplies,133.3094789649284,1,0.0,58.837572923016836
282,CA-2026-100281,2024-10-08,Same Day,Home Office,South,Technology,48.17920097378298,6,0.2,10.517576871912777
283,CA-2026-100282,2024-10-09,Second Class,Home Office,West,Office Supplies,539.2510746067162,2,0.0,-31.478267491474192
284,CA-2026-100283,2024-10-10,First Class,Home Office,West,Technology,439.0028066130121,4,0.2,
285,CA-2026-100284,2024-10-11,Second Class,Consumer,South,Office Supplies,324.78326440900554,6,0.2,13.959627080309172
286,CA-2026-100285,2024-10-12,First Class,Home Office,West,Office Supplies,84.20805916050014,10,0.4,132.77802506338986
287,CA-2026-100286,2024-10-13,Standard Class,Corporate,East,Furniture,133.72792235747573,11,0.4,28.61108682589779
288,CA-2026-100287,2024-10-14,Standard Class,Corporate,South,Technology,32.10470032139283,8,0.5,-54.692328507016754
289,CA-2026-100288,2024-10-15,Standard Class,Home Office,Central,Office Supplies,57.383990461655586,12,0.0,119.0166238959289
290,CA-2026-100289,2024-10-16,Same Day,Home Office,South,Office Supplies,386.9836495108275,8,0.4,
291,CA-2026-100290,2024-10-17,Standard Class,Corporate,East,Furniture,318.8504908897828,11,0.2,72.65366836723071
292,CA-2026-100291,2024-10-18,First Class,Corporate,East,Furniture,230.03408179453572,6,0.0,-27.741070619280045
293,CA-2026-100292,2024-10-19,Standard Class,Consumer,South,Technology,570.1850476784058,4,0.0,-44.98268854974364
294,CA-2026-100293,2024-10-20,Second Class,Corporate,South,Office Supplies,223.82709824026452,8,0.0,28.416823018569616
295,CA-2026-100294,2024-10-21,Second Class,Corporate,West,Technology,162.29345475668796,13,0.0,21.282864354368513
296,CA-2026-100295,2024-10-22,Same Day,Home Office,East,Office Supplies,109.01933465545507,8,0.2,67.9827035366833
297,CA-2026-100296,2024-10-23,Second Class,Corporate,South,Technology,710.2284727260203,10,0.5,-6.8645753309742545
298,CA-2026-100297,2024-10-24,First Class,Consumer,South,Furniture,26.584390520115004,14,0.0,-163.63597837703972
299,CA-2026-100298,2024-10-25,Standard Class,Corporate,East,Office Supplies,673.0044540367084,1,0.0,-23.277388358838863
300,CA-2026-100299,2024-10-26,Same Day,Home Office,South,Technology,443.2039196579248,4,0.8,99.38184671438157
301,CA-2026-100300,2024-10-27,Standard Class,Home Office,West,Furniture,39.79538101662887,4,0.0,
302,CA-2026-100301,2024-10-28,Standard Class,Corporate,East,Furniture,213.0933222931856,7,0.0,
303,CA-2026-100302,2024-10-29,First Class,Home Office,West,Technology,508.50331989932727,14,0.2,118.63765059059371
304,CA-2026-100303,2024-10-30,Second Class,Consumer,West,Office Supplies,217.04657583812343,14,0.2,
305,CA-2026-100304,2024-10-31,Second Class,Consumer,West,Office Supplies,599.3266790884272,11,0.0,
306,CA-2026-100305,2024-11-01,Standard Class,Corporate,West,Furniture,194.77511898430527,7,0.0,3.936888047450566
307,CA-2026-100306,2024-11-02,Same Day,Corporate,East,Office Supplies,142.21172374755602,13,0.0,-28.4173951248737
308,CA-2026-100307,2024-11-03,Second Class,Corporate,West,Office Supplies,123.42808908249464,11,0.2,
309,CA-2026-100308,2024-11-04,Same Day,Home Office,West,Office Supplies,693.4757147462884,8,0.2,2.4621544101309283
310,CA-2026-100309,2024-11-05,Second Class,Consumer,South,Furniture,286.0902867312038,11,0.0,69.15056472467836
311,CA-2026-100310,2024-11-06,Same Day,Consumer,East,Technology,35.830968576833,5,0.2,
312,CA-2026-100311,2024-11-07,First Class,Home Office,East,Office Supplies,15.803021822845734,7,0.5,
313,CA-2026-100312,2024-11-08,Same Day,Consumer,Central,Furniture,212.8892137388564,8,0.0,201.3407698515423
314,CA-2026-100313,2024-11-09,First Class,Corporate,East,Furniture,670.4263469434015,9,0.0,
315,CA-2026-100314,2024-11-10,First Class,Corporate,East,Technology,469.873697521619,3,0.2,
316,CA-2026-100315,2024-11-11,Same Day,Corporate,Central,Office Supplies,286.6354888117237,3,0.0,-30.921336259913453
317,CA-2026-100316,2024-11-12,First Class,Consumer,East,Office Supplies,42.44883379121802,4,0.0,-64.63597198869729
318,CA-2026-100317,2024-11-13,Standard Class,Corporate,East,Technology,78.33497319318305,5,0.2,
319,CA-2026-100318,2024-11-14,First Class,Home Office,East,Technology,525.8849350641492,10,0.5,-27.875857152168855
320,CA-2026-100319,2024-11-15,Second Class,Home Office,East,Furniture,55.470067876818305,1,0.5,55.94757975471256
321,CA-2026-100320,2024-11-16,Same Day,Consumer,Central,Furniture,86.5847310113693,7,0.2,254.90757867007574
322,CA-2026-100321,2024-11-17,Standard Class,Home Office,East,Technology,39.70078775931668,9,0.4,-51.60434362758403
323,CA-2026-100322,2024-11-18,Same Day,Home Office,East,Office Supplies,286.83646664286755,8,0.0,-21.662530561546248
324,CA-2026-100323,2024-11-19,Second Class,Consumer,Central,Furniture,725.5219156249527,5,0.2,13.687698688875175
325,CA-2026-100324,2024-11-20,Second Class,Corporate,South,Furniture,83.32452194023517,14,0.0,59.57988487097471
326,CA-2026-100325,2024-11-21,Second Class,Corporate,West,Office Supplies,166.28295190168055,14,0.0,
327,CA-2026-100326,2024-11-22,First Class,Corporate,South,Furniture,256.51265681229825,4,0.4,148.40957939481171
328,CA-2026-100327,2024-11-23,First Class,Consumer,Central,Office Supplies,1888.8949125865845,12,0.2,-222.63920705352083
329,CA-2026-100328,2024-11-24,Same Day,Home Office,West,Office Supplies,32.679282795564106,7,0.0,-218.69298701956728
330,CA-2026-100329,2024-11-25,Same Day,Corporate,Central,Office Supplies,177.57321425782675,5,0.7,-29.58781720101493
331,CA-2026-100330,2024-11-26,Standard Class,Corporate,Central,Technology,126.58208679177152,7,0.0,129.73001875437086
332,CA-2026-100331,2024-11-27,Standard Class,Consumer,East,Technology,507.1435820491883,12,0.0,-136.56480316055962
333,CA-2026-100332,2024-11-28,Same Day,Corporate,West,Technology,166.55050362959156,1,0.0,-280.76323396937573
334,CA-2026-100333,2024-11-29,First Class,Consumer,East,Office Supplies,34.40819052657765,1,0.4,77.11794062192087
335,CA-2026-100334,2024-11-30,Second Class,Home Office,West,Office Supplies,256.57037112237026,10,0.4,44.36572237027144
336,CA-2026-100335,2024-12-01,Same Day,Consumer,Central,Technology,373.26893379206143,14,0.0,
337,CA-2026-100336,2024-12-02,Standard Class,Consumer,Central,Furniture,5.721352615368555,13,0.2,-78.55396007209299
338,CA-2026-100337,2024-12-03,First Class,Consumer,South,Office Supplies,494.6720600451259,3,0.0,-76.97437196346745
339,CA-2026-100338,2024-12-04,Same Day,Consumer,West,Furniture,56.45579222850192,14,0.4,31.05353174739401
340,CA-2026-100339,2024-12-05,Same Day,Home Office,East,Furniture,205.77922259260262,11,0.0,-42.631527618300694
341,CA-2026-100340,2024-12-06,First Class,Home Office,South,Office Supplies,139.37690271450018,2,0.0,
342,CA-2026-100341,2024-12-07,Same Day,Corporate,South,Office Supplies,322.93251755996226,2,0.7,-265.46266629043913
343,CA-2026-100342,2024-12-08,First Class,Home Office,South,Furniture,120.97024863556308,7,0.0,-65.68518651277994
344,CA-2026-100343,2024-12-09,Second Class,Home Office,East,Furniture,514.6001920022559,12,0.0,
345,CA-2026-100344,2024-12-10,First Class,Corporate,South,Technology,332.79334644710144,10,0.2,-5.634067837249219
346,CA-2026-100345,2024-12-11,First Class,Home Office,East,Technology,265.8273950657997,2,0.8,-33.80477584901385
347,CA-2026-100346,2024-12-12,First Class,Consumer,South,Office Supplies,402.7038427949069,11,0.0,99.78437798957665
348,CA-2026-100347,2024-12-13,Same Day,Consumer,East,Technology,355.62934633858276,4,0.0,-165.93367716600574
349,CA-2026-100348,2024-12-14,Same Day,Corporate,Central,Technology,14.150092792087435,2,0.0,24.5491476330752
350,CA-2026-100349,2024-12-15,First Class,Corporate,Central,Technology,130.52195819167667,6,0.2,75.83364232117054
351,CA-2026-100350,2024-12-16,Same Day,Corporate,Central,Technology,672.7149686173638,8,0.0,205.66474365619547
352,CA-2026-100351,2024-12-17,Standard Class,Consumer,Central,Furniture,194.77511898430527,10,0.2,-28.17659710934752
353,CA-2026-100352,2024-12-18,Standard Class,Home Office,Central,Office Supplies,338.9921065288465,4,0.8,52.4458604352517
354,CA-2026-100353,2024-12-19,Same Day,Consumer,South,Technology,923.170942135191,5,0.0,
355,CA-2026-100354,2024-12-20,Same Day,Corporate,South,Furniture,18.40258074736041,4,0.0,-219.1956204313024
356,CA-2026-100355,2024-12-21,First Class,Home Office,South,Furniture,291.57844241050753,3,0.0,104.47743757816998
357,CA-2026-100356,2024-12-22,Second Class,Home Office,East,Furniture,162.85039272767017,5,0.0,19.443970635192944
358,CA-2026-100357,2024-12-23,Same Day,Consumer,East,Technology,221.38470388005385,14,0.5,
359,CA-2026-100358,2024-12-24,Standard Class,Corporate,East,Technology,27.301082160849333,9,0.0,-117.34028889697493
360,CA-2026-100359,2024-12-25,First Class,Consumer,East,Office Supplies,15.989787946086079,8,0.0,
361,CA-2026-100360,2024-12-26,Same Day,Home Office,Central,Technology,279.8031125954731,8,0.2,206.88178405438532
362,CA-2026-100361,2024-12-27,Standard Class,Consumer,Central,Technology,438.33881683877354,8,0.0,61.97056083572659
363,CA-2026-100362,2024-12-28,Standard Class,Consumer,Central,Furniture,385.83264059912295,12,0.2,47.658150559104875
364,CA-2026-100363,2024-12-29,Second Class,Corporate,West,Office Supplies,201.20913120349945,8,0.0,20.855608082434983
365,CA-2026-100364,2024-12-30,First Class,Corporate,South,Technology,31.303137522478327,7,0.5,-137.08814571259123
366,CA-2026-100365,2024-12-31,First Class,Home Office,East,Technology,296.2236373779285,8,0.7,155.55729357103482
367,CA-2026-100366,2025-01-01,Second Class,Consumer,East,Furniture,74.23132811651122,11,0.2,
368,CA-2026-100367,2025-01-02,Second Class,Consumer,Central,Furniture,194.77511898430527,14,0.8,70.4483256383017
369,CA-2026-100368,2025-01-03,First Class,Consumer,East,Technology,460.4495771653686,8,0.0,
370,CA-2026-100369,2025-01-04,First Class,Home Office,East,Office Supplies,313.93722916257747,13,0.0,-97.94596645077804
371,CA-2026-100370,2025-01-05,Same Day,Home Office,South,Office Supplies,748.2284312062321,14,0.2,
372,CA-2026-100371,2025-01-06,Same Day,Corporate,Central,Furniture,12.981519546532105,8,0.2,-14.730228895784293
373,CA-2026-100372,2025-01-07,Second Class,Corporate,South,Furniture,338.14141249988654,12,0.0,165.32754760425445
374,CA-2026-100373,2025-01-08,Same Day,Corporate,West,Technology,105.20999737072037,10,0.0,12.17693409414822
375,CA-2026-100374,2025-01-09,Standard Class,Consumer,West,Furniture,596.2904135056392,7,0.0,-164.18977729578575
376,CA-2026-100375,2025-01-10,Same Day,Consumer,West,Technology,82.5416400458193,12,0.0,109.20675997317205
377,CA-2026-100376,2025-01-11,Same Day,Corporate,Central,Office Supplies,327.6156241859907,1,0.0,-38.98923177556078
378,CA-2026-100377,2025-01-12,Standard Class,Consumer,East,Office Supplies,194.77511898430527,4,0.4,89.86888135170435
379,CA-2026-100378,2025-01-13,Second Class,Corporate,Central,Technology,15.637334500338515,13,0.0,22.521086754008213
380,CA-2026-100379,2025-01-14,Standard Class,Home Office,Central,Furniture,131.7281472505798,13,0.0,-134.31182279428702
381,CA-2026-100380,2025-01-15,Same Day,Corporate,East,Office Supplies,364.195975726505,4,0.2,36.42947653705691
382,CA-2026-100381,2025-01-16,Second Class,Home Office,South,Furniture,156.70516720022204,5,0.2,239.6223142152799
383,CA-2026-100382,2025-01-17,Same Day,Consumer,West,Office Supplies,82.73857208364679,10,0.5,
384,CA-2026-100383,2025-01-18,Standard Class,Corporate,South,Technology,67.05295941020896,6,0.2,14.248224699453687
385,CA-2026-100384,2025-01-19,Standard Class,Consumer,West,Technology,40.252181560270856,4,0.0,127.53434019568977
386,CA-2026-100385,2025-01-20,Same Day,Home Office,Central,Technology,491.45426809526424,2,0.5,41.06684652031108
387,CA-2026-100386,2025-01-21,First Class,Home Office,West,Office Supplies,219.1256757121851,6,0.2,40.95342302627944
388,CA-2026-100387,2025-01-22,First Class,Home Office,Central,Furniture,194.77511898430527,8,0.0,-89.16251721591026
389,CA-2026-100388,2025-01-23,Standard Class,Consumer,South,Furniture,125.55157439946662,8,0.2,43.384802578959835
390,CA-2026-100389,2025-01-24,Standard Class,Consumer,Central,Furniture,119.61113375401845,7,0.7,123.54434164169449
391,CA-2026-100390,2025-01-25,First Class,Consumer,South,Office Supplies,55.14353885846388,6,0.0,-63.60621521000246
392,CA-2026-100391,2025-01-26,First Class,Consumer,East,Office Supplies,147.9571009622304,2,0.0,162.44958212469476
393,CA-2026-100392,2025-01-27,Same Day,Home Office,East,Office Supplies,105.90396677462124,7,0.0,10.829397585487403
394,CA-2026-100393,2025-01-28,Same Day,Home Office,East,Office Supplies,109.56301805616611,11,0.0,
395,CA-2026-100394,2025-01-29,First Class,Corporate,Central,Office Supplies,340.834157703396,12,0.0,119.76320769202445
396,CA-2026-100395,2025-01-30,Same Day,Corporate,East,Furniture,68.16349089112722,14,0.2,-8.679423573826927
397,CA-2026-100396,2025-01-31,Same Day,Consumer,West,Office Supplies,261.7077981723205,14,0.0,95.95148874861079
398,CA-2026-100397,2025-02-01,Second Class,Home Office,South,Office Supplies,216.37049146107773,5,0.7,-9.175863225853714
399,CA-2026-100398,2025-02-02,Same Day,Home Office,South,Furniture,214.88596565035783,6,0.4,14.01738564700963
400,CA-2026-100399,2025-02-03,Standard Class,Home Office,West,Office Supplies,276.92353687691343,10,0.2,69.35602043342917
401,CA-2026-100400,2025-02-04,Same Day,Corporate,Central,Furniture,203.72966734147582,8,0.5,
402,CA-2026-100401,2025-02-05,Same Day,Corporate,Central,Furniture,533.518836580723,14,0.0,-179.55317804517387
403,CA-2026-100402,2025-02-06,First Class,Home Office,South,Technology,286.4291474474745,8,0.0,-92.12437400943918
404,CA-2026-100403,2025-02-07,Standard Class,Home Office,East,Technology,202.94550849722793,3,0.2,112.94099847908154
405,CA-2026-100404,2025-02-08,Same Day,Home Office,Central,Technology,447.64110043853594,12,0.5,6.786341109845274
406,CA-2026-100405,2025-02-09,Same Day,Corporate,Central,Technology,237.94410777685624,12,0.4,-32.373130277142174
407,CA-2026-100406,2025-02-10,Second Class,Home Office,West,Office Supplies,91.02580639915685,14,0.0,
408,CA-2026-100407,2025-02-11,Same Day,Home Office,West,Technology,63.012939890934064,7,0.7,
409,CA-2026-100408,2025-02-12,Same Day,Consumer,East,Furniture,46.315314403128646,1,0.0,-182.17986399619474
410,CA-2026-100409,2025-02-13,Second Class,Consumer,Central,Office Supplies,579.2880011115959,1,0.5,9.871928129846712
411,CA-2026-100410,2025-02-14,First Class,Corporate,Central,Technology,194.77511898430527,7,0.8,-39.84375805810469
412,CA-2026-100411,2025-02-15,Same Day,Home Office,West,Furniture,697.6614054779228,10,0.0,-76.65878909853151
413,CA-2026-100412,2025-02-16,Second Class,Home Office,Central,Office Supplies,236.13857388737702,9,0.4,
414,CA-2026-100413,2025-02-17,Standard Class,Consumer,South,Office Supplies,165.32892646443432,7,0.0,56.397063085273814
415,CA-2026-100414,2025-02-18,First Class,Corporate,West,Technology,20.393460428675525,10,0.0,
416,CA-2026-100415,2025-02-19,Standard Class,Consumer,East,Office Supplies,283.4129149582596,5,0.2,-131.18834195632135
417,CA-2026-100416,2025-02-20,Standard Class,Consumer,West,Furniture,194.77511898430527,8,0.2,135.9381043300522
418,CA-2026-100417,2025-02-21,Second Class,Consumer,Central,Office Supplies,1161.5702035705287,2,0.7,117.31015610150719
419,CA-2026-100418,2025-02-22,Same Day,Consumer,East,Furniture,73.33264662325725,9,0.2,-57.90927393767005
420,CA-2026-100419,2025-02-23,Second Class,Home Office,West,Office Supplies,194.1481643083944,6,0.0,40.3235954586031
421,CA-2026-100420,2025-02-24,Second Class,Home Office,South,Technology,268.1402788265382,13,0.5,-25.763324933761524
422,CA-2026-100421,2025-02-25,Second Class,Consumer,South,Furniture,263.6216329171943,9,0.8,
423,CA-2026-100422,2025-02-26,Second Class,Corporate,West,Office Supplies,210.98118807855877,2,0.0,
424,CA-2026-100423,2025-02-27,First Class,Corporate,South,Office Supplies,380.0651839934077,3,0.8,
425,CA-2026-100424,2025-02-28,Same Day,Corporate,South,Office Supplies,194.77511898430527,12,0.0,
426,CA-2026-100425,2025-03-01,Standard Class,Corporate,South,Furniture,328.3168786020597,8,0.5,-23.030931995464236
427,CA-2026-100426,2025-03-02,Standard Class,Consumer,East,Furniture,246.72144346698627,1,0.0,-128.4056664924335
428,CA-2026-100427,2025-03-03,Same Day,Home Office,South,Furniture,571.0217173918993,10,0.0,-0.8468210540407917
429,CA-2026-100428,2025-03-04,Standard Class,Corporate,South,Technology,474.647252288168,7,0.0,
430,CA-2026-100429,2025-03-05,Same Day,Consumer,South,Technology,99.6377798574245,7,0.2,
431,CA-2026-100430,2025-03-06,Standard Class,Corporate,East,Furniture,85.82293431514599,13,0.0,-85.50893681766951
432,CA-2026-100431,2025-03-07,Second Class,Corporate,West,Office Supplies,1004.5767143154781,1,0.0,
433,CA-2026-100432,2025-03-08,Standard Class,Consumer,Central,Technology,194.77511898430527,9,0.2,-78.46547848472625
434,CA-2026-100433,2025-03-09,Same Day,Home Office,South,Furniture,597.2372235073066,8,0.7,-59.25234471152126
435,CA-2026-100434,2025-03-10,Same Day,Home Office,West,Office Supplies,49.74608999283731,4,0.0,-22.35985817281771
436,CA-2026-100435,2025-03-11,Same Day,Consumer,South,Technology,262.378096087466,10,0.0,-116.56174041901494
437,CA-2026-100436,2025-03-12,Same Day,Home Office,East,Office Supplies,419.9989053585038,11,0.0,
438,CA-2026-100437,2025-03-13,Same Day,Consumer,West,Office Supplies,741.2372128179057,5,0.0,
439,CA-2026-100438,2025-03-14,First Class,Consumer,East,Office Supplies,107.87336341275477,2,0.5,-110.7369782230964
440,CA-2026-100439,2025-03-15,First Class,Consumer,South,Office Supplies,327.72892766407233,13,0.5,-139.78721344948377
441,CA-2026-100440,2025-03-16,Standard Class,Home Office,South,Technology,198.48792448066294,9,0.2,-43.00249795338944
442,CA-2026-100441,2025-03-17,Same Day,Consumer,East,Technology,20.63617448224352,12,0.0,93.19555025098458
443,CA-2026-100442,2025-03-18,Standard Class,Corporate,Central,Technology,297.7955335281997,12,0.4,0.3078192003110445
444,CA-2026-100443,2025-03-19,Same Day,Home Office,East,Furniture,297.8736270522357,6,0.2,-26.45810781156183
445,CA-2026-100444,2025-03-20,Same Day,Home Office,South,Technology,671.9916172051511,3,0.5,24.435879751560705
446,CA-2026-100445,2025-03-21,First Class,Home Office,East,Office Supplies,176.9466168078474,12,0.2,-154.5707432859652
447,CA-2026-100446,2025-03-22,First Class,Home Office,Central,Technology,70.42267207363331,7,0.4,69.47056537750325
448,CA-2026-100447,2025-03-23,Second Class,Corporate,East,Office Supplies,16.396828349352198,9,0.2,
449,CA-2026-100448,2025-03-24,First Class,Home Office,Central,Furniture,139.3104474358206,3,0.0,-20.930847409572124
450,CA-2026-100449,2025-03-25,Second Class,Home Office,Central,Office Supplies,94.85421061928524,2,0.8,120.59245117964166
451,CA-2026-100450,2025-03-26,Second Class,Consumer,East,Office Supplies,362.91531914927384,7,0.2,
452,CA-2026-100451,2025-03-27,Second Class,Home Office,East,Office Supplies,114.34258944624676,7,0.2,132.79089932535692
453,CA-2026-100452,2025-03-28,Second Class,Corporate,West,Furniture,749.3316569389129,4,0.0,
454,CA-2026-100453,2025-03-29,Second Class,Corporate,South,Technology,824.5914643593821,11,0.2,-13.65525898781734
455,CA-2026-100454,2025-03-30,Standard Class,Corporate,Central,Technology,247.4944790549742,9,0.2,18.012636463168842
456,CA-2026-100455,2025-03-31,First Class,Corporate,West,Furniture,665.0755305641525,14,0.0,9.273523418905826
457,CA-2026-100456,2025-04-01,Second Class,Home Office,East,Office Supplies,362.670618876051,8,0.0,142.02828964177172
458,CA-2026-100457,2025-04-02,Same Day,Home Office,South,Technology,202.88833954215374,13,0.2,
459,CA-2026-100458,2025-04-03,First Class,Corporate,West,Furniture,54.70663506416283,13,0.4,
460,CA-2026-100459,2025-04-04,First Class,Corporate,Central,Technology,158.39827583732637,1,0.2,123.63028920724797
461,CA-2026-100460,2025-04-05,Second Class,Home Office,West,Furniture,210.74248658406097,1,0.0,-39.55349351838593
462,CA-2026-100461,2025-04-06,Standard Class,Corporate,Central,Office Supplies,503.7044846361642,5,0.2,
463,CA-2026-100462,2025-04-07,Second Class,Consumer,East,Technology,169.12348655172426,6,0.0,189.94359830087095
464,CA-2026-100463,2025-04-08,Standard Class,Corporate,South,Furniture,574.8995144403877,3,0.0,-20.179502694163368
465,CA-2026-100464,2025-04-09,Same Day,Corporate,South,Technology,285.48223969969587,13,0.0,88.13623265753054
466,CA-2026-100465,2025-04-10,First Class,Consumer,South,Technology,41.83487555352432,9,0.0,-95.36922813398584
467,CA-2026-100466,2025-04-11,Same Day,Consumer,East,Technology,1328.649539102743,12,0.0,
468,CA-2026-100467,2025-04-12,Standard Class,Home Office,Central,Technology,192.28797367627286,10,0.0,39.94239859867671
469,CA-2026-100468,2025-04-13,Standard Class,Home Office,East,Furniture,194.77511898430527,14,0.0,67.30382821602151
470,CA-2026-100469,2025-04-14,Same Day,Consumer,South,Office Supplies,274.0516193768602,6,0.0,-44.557207203539505
471,CA-2026-100470,2025-04-15,Standard Class,Consumer,East,Furniture,33.8227803210649,4,0.2,
472,CA-2026-100471,2025-04-16,Same Day,Home Office,East,Furniture,258.0205765254773,12,0.0,70.32520647495048
473,CA-2026-100472,2025-04-17,First Class,Corporate,East,Furniture,177.4063475870461,7,0.0,-186.34031524794545
474,CA-2026-100473,2025-04-18,Same Day,Consumer,Central,Office Supplies,135.5028504919157,8,0.5,-11.73504922425348
475,CA-2026-100474,2025-04-19,First Class,Home Office,West,Technology,769.5084376395451,9,0.0,114.11818664199697
476,CA-2026-100475,2025-04-20,Same Day,Corporate,West,Technology,189.81857473072665,13,0.2,39.189773587303605
477,CA-2026-100476,2025-04-21,Standard Class,Consumer,East,Technology,66.83264057836712,11,0.0,214.8342644789813
478,CA-2026-100477,2025-04-22,Same Day,Corporate,West,Office Supplies,158.5671241604941,6,0.0,
479,CA-2026-100478,2025-04-23,Standard Class,Home Office,West,Technology,634.5250927170132,6,0.2,-45.38983883255764
480,CA-2026-100479,2025-04-24,Same Day,Consumer,East,Office Supplies,53.425154762654195,8,0.2,22.731337985143867
481,CA-2026-100480,2025-04-25,Same Day,Corporate,East,Technology,65.18595747229344,12,0.5,15.262929745556406
482,CA-2026-100481,2025-04-26,Second Class,Consumer,South,Technology,8.27879929951853,5,0.2,-138.21767633461272
483,CA-2026-100482,2025-04-27,Standard Class,Corporate,West,Furniture,8.572922705912122,14,0.8,-74.03989164843533
484,CA-2026-100483,2025-04-28,Second Class,Home Office,Central,Office Supplies,447.0961412917787,3,0.0,
485,CA-2026-100484,2025-04-29,Standard Class,Home Office,East,Furniture,334.3064728427321,12,0.0,-183.62205028559367
486,CA-2026-100485,2025-04-30,Second Class,Consumer,South,Furniture,114.64215440655447,3,0.0,
487,CA-2026-100486,2025-05-01,First Class,Corporate,Central,Furniture,304.5897786748486,13,0.0,-4.9071844653040735
488,CA-2026-100487,2025-05-02,Same Day,Consumer,West,Office Supplies,130.71681323944063,6,0.2,
489,CA-2026-100488,2025-05-03,Standard Class,Consumer,South,Office Supplies,768.853563687391,2,0.2,
490,CA-2026-100489,2025-05-04,Standard Class,Corporate,East,Technology,858.2113499950984,6,0.0,
491,CA-2026-100490,2025-05-05,Same Day,Corporate,Central,Furniture,129.72170057747013,13,0.7,
492,CA-2026-100491,2025-05-06,Standard Class,Corporate,East,Technology,486.4174299869061,6,0.5,-12.406817520897022
493,CA-2026-100492,2025-05-07,Standard Class,Home Office,West,Furniture,375.79939815659657,8,0.0,
494,CA-2026-100493,2025-05-08,Second Class,Consumer,Central,Office Supplies,97.76589758386459,7,0.0,88.0220360476691
